date,open,high,low,close,volume,outstanding_share,turnover
2010-05-28,78.0,83.0,76.88,81.93,34098352.0,40000000.0,0.8524588
2010-05-31,85.88,87.77,83.51,85.0,17227872.0,40000000.0,0.4306968
2010-06-01,86.0,88.0,84.18,87.25,10994680.0,40000000.0,0.274867
2010-06-02,84.5,86.4,82.22,86.1,9496264.0,40000000.0,0.2374066
2010-06-03,86.0,86.79,81.01,81.6,7560522.0,40000000.0,0.18901305
2010-06-04,80.05,82.89,80.03,81.05,5087772.0,40000000.0,0.1271943
2010-06-07,78.41,82.59,78.41,81.13,4676806.0,40000000.0,0.11692015
2010-06-08,80.6,82.4,77.43,79.29,5514313.0,40000000.0,0.137857825
2010-06-09,79.09,82.38,78.52,81.2,4495839.0,40000000.0,0.112395975
2010-06-10,80.5,84.26,80.27,83.5,3619226.0,40000000.0,0.09048065
2010-06-11,84.0,84.9,82.58,84.18,3785070.0,40000000.0,0.09462675
2010-06-17,84.2,84.72,79.3,80.0,3301453.0,40000000.0,0.082536325
2010-06-18,78.92,80.94,78.52,79.59,1923900.0,40000000.0,0.0480975
2010-06-21,79.0,79.38,74.0,79.0,2365497.0,40000000.0,0.059137425
2010-06-22,78.0,79.35,76.88,77.5,1190746.0,40000000.0,0.02976865
2010-06-23,76.5,78.5,76.06,78.2,1290247.0,40000000.0,0.032256175
2010-06-24,77.81,78.8,77.73,78.6,1178116.0,40000000.0,0.0294529
2010-06-28,78.48,78.48,74.82,75.0,2241503.0,40000000.0,0.056037575
2010-06-29,75.0,75.0,69.18,69.58,1927304.0,40000000.0,0.0481826
2010-06-30,68.77,70.5,66.0,69.3,1276316.0,40000000.0,0.0319079
2010-07-01,69.0,69.79,68.05,68.4,704792.0,40000000.0,0.0176198
2010-07-02,68.15,68.6,63.6,66.66,1759315.0,40000000.0,0.043982875
2010-07-05,65.0,67.98,64.2,67.89,1042355.0,40000000.0,0.026058875
2010-07-06,67.0,69.5,66.32,68.64,1010688.0,40000000.0,0.0252672
2010-07-07,69.14,69.51,67.15,69.47,862828.0,40000000.0,0.0215707
2010-07-08,70.01,70.48,68.5,69.75,938342.0,40000000.0,0.02345855
2010-07-09,69.75,72.51,68.93,71.55,882125.0,40000000.0,0.022053125
2010-07-12,71.92,71.92,70.01,71.21,1288006.0,40000000.0,0.03220015
2010-07-13,70.51,70.51,68.51,68.84,600891.0,40000000.0,0.015022275
2010-07-14,69.4,69.81,68.16,69.16,836079.0,40000000.0,0.020901975
2010-07-15,69.08,69.91,67.86,67.86,501714.0,40000000.0,0.01254285
2010-07-16,67.67,67.67,65.28,66.02,1196082.0,40000000.0,0.02990205
2010-07-19,65.48,66.97,65.22,66.79,742578.0,40000000.0,0.01856445
2010-07-20,66.47,69.87,66.47,69.71,1075182.0,40000000.0,0.02687955
2010-07-21,69.71,71.72,69.2,70.5,1300242.0,40000000.0,0.03250605
2010-07-22,69.96,70.8,69.31,70.78,623032.0,40000000.0,0.0155758
2010-07-23,71.13,72.09,69.81,70.33,856108.0,40000000.0,0.0214027
2010-07-26,70.57,71.42,70.05,71.29,1534983.0,40000000.0,0.038374575
2010-07-27,71.12,71.7,70.31,70.31,907482.0,40000000.0,0.02268705
2010-07-28,69.66,71.91,69.52,71.74,1348915.0,40000000.0,0.033722875
2010-07-29,71.82,73.31,71.79,72.58,1392480.0,40000000.0,0.034812
2010-07-30,72.58,72.58,71.06,72.05,914186.0,40000000.0,0.02285465
2010-08-02,72.02,74.95,71.85,74.85,1515382.0,40000000.0,0.03788455
2010-08-03,74.84,76.8,74.32,75.85,1532926.0,40000000.0,0.03832315
2010-08-04,75.54,77.77,75.06,77.77,1232602.0,40000000.0,0.03081505
2010-08-05,77.77,78.34,76.76,77.26,812931.0,40000000.0,0.020323275
2010-08-06,76.91,80.84,76.77,80.08,1380084.0,40000000.0,0.0345021
2010-08-09,79.98,82.37,79.58,81.24,874314.0,40000000.0,0.02185785
2010-08-10,80.94,81.56,77.69,78.22,961560.0,40000000.0,0.024039
2010-08-11,77.54,79.83,76.58,78.57,597507.0,40000000.0,0.014937675
2010-08-12,78.17,78.78,75.97,76.41,611378.0,40000000.0,0.01528445
2010-08-13,76.71,78.12,76.41,77.97,646039.0,40000000.0,0.016150975
2010-08-16,78.55,78.9,77.47,78.77,857393.0,40000000.0,0.021434825
2010-08-17,78.82,82.64,78.82,79.98,1107421.0,40000000.0,0.027685525
2010-08-18,79.98,80.36,77.8,77.8,914689.0,40000000.0,0.022867225
2010-08-19,77.54,79.07,77.46,77.81,640827.0,40000000.0,0.016020675
2010-08-20,77.58,78.34,76.16,76.54,720544.0,40000000.0,0.0180136
2010-08-23,76.53,77.12,74.54,76.11,1019768.0,40000000.0,0.0254942
2010-08-24,76.13,77.75,75.3,77.09,592660.0,40000000.0,0.0148165
2010-08-25,76.56,78.83,75.55,76.37,837734.0,40000000.0,0.02094335
2010-08-26,76.41,79.29,76.41,78.19,761753.0,40000000.0,0.019043825
2010-08-27,78.17,79.83,77.22,78.37,1077652.0,40000000.0,0.0269413
2010-08-30,78.37,81.26,77.46,80.85,3128246.0,50000000.0,0.06256492
2010-08-31,80.27,81.17,78.96,80.41,1623920.0,50000000.0,0.0324784
2010-09-01,80.44,80.93,72.37,72.54,4789660.0,50000000.0,0.0957932
2010-09-02,74.34,75.55,72.69,73.08,3705923.0,50000000.0,0.07411846
2010-09-03,73.16,75.43,73.15,74.45,1367292.0,50000000.0,0.02734584
2010-09-06,74.69,75.0,71.52,73.6,2346120.0,50000000.0,0.0469224
2010-09-07,73.11,73.54,72.15,72.93,1362726.0,50000000.0,0.02725452
2010-09-08,72.91,74.04,72.35,74.01,1332238.0,50000000.0,0.02664476
2010-09-09,73.8,74.25,71.83,72.33,1796631.0,50000000.0,0.03593262
